 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11891830;"Club de novela romántica.";"";"1";"1";"J";"9/2/2023;23/2/2023;9/3/2023;23/3/2023;6/4/2023;";"2023-02-02 00:00:00.0";"2023-04-13 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4c9b9ffc3e75810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)";"1,6";"AVENIDA";"MONFORTE DE LEMOS";"38";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439867";"4481122";"40.47860087334554";"-3.7094408342979954";"/contenido/actividades/ClubesLectura";"";
11940684;"Colectivo Bruxista";"";"1";"0";"";"";"2023-03-03 00:00:00.0";"2023-03-03 23:59:00.0";"19:00";"Colectivo Bruxista es un proyecto editorial independiente que nace a comienzos de 2021 con la intención de publicar textos olvidados, rescatar obras de culto y descubrir nuevos autores en el marco de eso que se ha dado en llamar «cultura de los márgenes». Con la experiencia acumulada durante los años de su anterior proyecto, el fanzine Bruxismo, Colectivo Bruxista ha publicado diversas novelas, biografías y trabajos de fotografía que comparten un interés común por las subculturas pensadas históricamente. El 3 de marzo, repasarán lo que han sido estos dos años en activo, nos presentarán su nuevo título (una historia de fútbol, moda y música a raudales) y nos hablarán del catálogo de 2023. Acceso libre hasta completar aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da404c22c3976810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";"";
11942969;"Conferencia 'Sufragio femenino: las sufragistas españolas' por Miguel Arenas";"";"1";"0";"";"";"2023-03-01 00:00:00.0";"2023-03-01 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e30b7e6c1f286810VgnVCM1000001d4a900aRCRD";"Conferencia 'Sufragio femenino: las sufragistas españolas' por Miguel Arenas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=acfe74f89d286810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Iván de Vargas (Centro)";"1,6";"CALLE";"SAN JUSTO";"5";"CENTRO";"PALACIO";"28005";"439775";"4473962";"40.41410290844665";"-3.7098591212735883";"/contenido/actividades/ConferenciasColoquios";"";
11896731;"Costa de Marfil y Ghana: viaje por África Centro-Occidental";"";"1";"0";"";"";"2023-04-19 00:00:00.0";"2023-04-19 23:59:00.0";"19:00";"La frontera entre Ghana y Costa de Marfil es la línea fronteriza de trazado sur-norte que separa el oeste de Ghana del este de Costa de Marfil en África Occidental. Costa de Marfil fue colonia francesa desde las últimas décadas del siglo XIX y obtuvo su independencia en 1960. Ghana fue colonia británica desde la segunda mitad del siglo XIX y obtuvo su independencia en 1957. Te invitamos a viajar por África Centro-Occidental con esta conferencia que también podrás disfrutar desde casa, dado que será emitida vía Zoom.  ID de reunión 673 720 3049   Código de acceso 6ETT69";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fcb114bd85a5810VgnVCM2000001f4a900aRCRD";"Ciclo 'El mundo en la palma de la mano'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=77a9114bd85a5810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)";"1,6";"PASEO";"FERNÁN NÚÑEZ";"24";"RETIRO";"LOS JERONIMOS";"28009";"442345";"4474221";"40.4166091081099";"-3.6795930368034804";"/contenido/actividades/ConferenciasColoquios";"";
11920111;"Cuentacuentos en inglés: 'A Squash and a Squeeze'";"";"1";"0";"";"";"2023-03-13 00:00:00.0";"2023-03-13 23:59:00.0";"18:00";"International House Madrid nos presenta los 'Cuentacuentos en inglés' con el que los niños y las niñas,acompañados por un adulto, pasarán una inolvidable tarde de diversión contada en inglés.  Inscripciones a través de solicitud electrónica del 27 de febrero al 13 de marzo de 2023.  Dirigido a niñas y niños entre 4 y 7 años.   Aforo máximo: 12  niños/as  y 12 adultos acompañantes.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4c3094ee5716810VgnVCM2000001f4a900aRCRD";"Cuentacuentos en inglés International House Madrid";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd3b69c42be25810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11925424;"Damas del crimen";"";"1";"0";"";"";"2023-03-02 00:00:00.0";"2023-03-02 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=91933f4fc3636810VgnVCM2000001f4a900aRCRD";"Damas del crimen";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa533f4fc3636810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f64c2c6e051c010VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Gloria Fuertes (Barajas)";"1,6";"AVENIDA";"LOGROÑO";"179";"BARAJAS";"CORRALEJOS";"28042";"449661";"4479046";"40.46055947228695";"-3.5937461811785347";"/contenido/actividades/ConferenciasColoquios";"/usuario/Mujeres";
11788734;"De la Biblioteca Muncipal matritense a la Biblioteca Histórica. Directores y colecciones";"";"1";"1";"L,M,X,J,V";"";"2022-09-28 00:00:00.0";"2023-06-30 23:59:00.0";"08:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a318232740483810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ccbc3d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Histórica Municipal";"1,6";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439723";"4475437";"40.42737760210632";"-3.7106116887809817";"/contenido/actividades/Exposiciones";"";
11942699;"Dibujamos la biblioteca con el colectivo Urban Sketchers Madrid";"";"1";"0";"";"";"2023-03-02 00:00:00.0";"2023-03-02 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3f9d8bd98286810VgnVCM1000001d4a900aRCRD";"Dibujamos la biblioteca con el colectivo Urban Sketchers Madrid";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e4a45f616e66810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Iván de Vargas (Centro)";"1,6";"CALLE";"SAN JUSTO";"5";"CENTRO";"PALACIO";"28005";"439775";"4473962";"40.41410290844665";"-3.7098591212735883";"/contenido/actividades/CursosTalleres";"";
11942698;"Dibujamos la biblioteca con el colectivo Urban Sketchers Madrid";"";"1";"0";"";"";"2023-03-02 00:00:00.0";"2023-03-02 23:59:00.0";"16:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=90f9d8bd98286810VgnVCM1000001d4a900aRCRD";"Dibujamos la biblioteca con el colectivo Urban Sketchers Madrid";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e4a45f616e66810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Iván de Vargas (Centro)";"1,6";"CALLE";"SAN JUSTO";"5";"CENTRO";"PALACIO";"28005";"439775";"4473962";"40.41410290844665";"-3.7098591212735883";"/contenido/actividades/CursosTalleres";"";
11850924;"Dimensiones de la música";"";"1";"0";"";"";"2023-03-29 00:00:00.0";"2023-03-29 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=db3f82502e984810VgnVCM2000001f4a900aRCRD";"Dimensiones de la música";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fedd54385a984810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)";"1,6";"PASEO";"FERNÁN NÚÑEZ";"24";"RETIRO";"LOS JERONIMOS";"28009";"442345";"4474221";"40.4166091081099";"-3.6795930368034804";"/contenido/actividades/Musica";"";
11850928;"Dimensiones de la música";"";"1";"0";"";"";"2023-04-26 00:00:00.0";"2023-04-26 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=513f82502e984810VgnVCM2000001f4a900aRCRD";"Dimensiones de la música";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fedd54385a984810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)";"1,6";"PASEO";"FERNÁN NÚÑEZ";"24";"RETIRO";"LOS JERONIMOS";"28009";"442345";"4474221";"40.4166091081099";"-3.6795930368034804";"/contenido/actividades/Musica";"";
11894828;"Do It Yourself. Monstruos con pompones de lana";"";"1";"0";"";"";"2023-03-23 00:00:00.0";"2023-03-23 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=349be72f84795810VgnVCM2000001f4a900aRCRD";"Do It Yourself. Máscaras de carnaval";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3764361503643810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)";"1,6";"CALLE";"MARIA SEVILLA DIAGO";"15";"SAN BLAS-CANILLEJAS";"ROSAS";"28022";"448214";"4476029";"40.433291625973624";"-3.6105662311927453";"/contenido/actividades/CursosTalleres";"/usuario/Niños,/usuario/Familias";
11942138;"El cambio climático: certidumbres e incertidumbres";"";"1";"0";"";"";"2023-03-16 00:00:00.0";"2023-03-16 23:59:00.0";"18:00";"El cambio climático impregna actualmente los medios de comunicación y la conciencia ciudadana. Parece haber coincidencia generalizada sobre la principal manifestación de ese cambio: el calentamiento global del planeta, pero existe incertidumbre y por tanto controversia en cuanto al origen: natural, humano o mixto, que lo causa. Actualmente se duda de la posibilidad de reducir significativamente la emisión de gases de efecto invernadero a nivel mundial, por la negativa disposición de países muy poblados, por lo que se enfatiza la adaptación al cambio, aprendiendo la lección que nos proporciona la naturaleza, el mundo rural y ciertas culturas indígenas. Sobre todo ello se reflexiona, con independencia de criterio, en esta charla.  Ciclo impartido por Domingo Gómez Orea Dr. Ingeniero agrónomo por la Universidad Politécnica de Madrid. Catedrático de esta Universidad, perfil  Medio   Ambiente  y Territorio.    Para participar, es necesario isncribirse a través de este  formulario .";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=61310c7635e76810VgnVCM1000001d4a900aRCRD";"Mitos y realidades de la 'cuestión' ambiental";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=79b2bbb435216810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5870007f8441f010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Dámaso Alonso (Chamartín)";"1,6";"CALLE";"MANUEL FERRERO";"1";"CHAMARTIN";"CASTILLA";"28036";"441962";"4479867";"40.467453379213175";"-3.6846112774442705";"/contenido/actividades/ConferenciasColoquios";"";
11327770;"El club de los gatos";"";"1";"1";"L,M,X,J,V,S,D";"";"2023-03-01 00:00:00.0";"2023-03-26 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=141757886c0b7710VgnVCM2000001f4a900aRCRD";"El club de los gatos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b4083c3f40b7710VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ClubesLectura";"";
11942363;"El conejo blanco de Izan de Irene Corral Hernández";"";"1";"0";"";"";"2023-03-03 00:00:00.0";"2023-03-03 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1218cc5c9e76810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)";"1,6";"AVENIDA";"MONFORTE DE LEMOS";"38";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439867";"4481122";"40.47860087334554";"-3.7094408342979954";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";"/usuario/Niños";
11944081;"El Embrujo de España: La Cultura Norteamericana y el mundo hispánico, 1779-1939";"";"1";"0";"";"";"2023-03-28 00:00:00.0";"2023-03-28 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0590dfd61b386810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)";"1,6";"PASEO";"FERNÁN NÚÑEZ";"24";"RETIRO";"LOS JERONIMOS";"28009";"442345";"4474221";"40.4166091081099";"-3.6795930368034804";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";"";
11918843;"El origen: un viaje al principio de tooodo";"";"1";"0";"";"";"2023-03-03 00:00:00.0";"2023-03-03 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9aa5f2b26616810VgnVCM2000001f4a900aRCRD";"Cuentacuentos especial San Valentín";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6e95f2b26616810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)";"1,6";"CALLE";"MARIA SEVILLA DIAGO";"15";"SAN BLAS-CANILLEJAS";"ROSAS";"28022";"448214";"4476029";"40.433291625973624";"-3.6105662311927453";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11938804;"Encuentro 'Envejecer en San Blas'";"";"0";"0";"";"";"2023-02-28 00:00:00.0";"2023-02-28 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=097af9f5c5476810VgnVCM1000001d4a900aRCRD";"Encuentro 'Envejecer en San Blas'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=133af9f5c5476810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)";"1,6";"CALLE";"MARIA SEVILLA DIAGO";"15";"SAN BLAS-CANILLEJAS";"ROSAS";"28022";"448214";"4476029";"40.433291625973624";"-3.6105662311927453";"/contenido/actividades/CursosTalleres";"";
11913906;"Equilibrio emocional. Armonía existencial";"";"1";"0";"";"";"2023-04-22 00:00:00.0";"2023-04-22 23:59:00.0";"12:00";"Quinta conferencia del ciclo 'Una cita con el corazón: Cómo cultivar la paz interior', con Luis Castellanos. Acceso libre hasta completar aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7faa2ba513806810VgnVCM1000001d4a900aRCRD";"Ciclo 'Una cita con el corazón: cómo cultivar la paz interior'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2eeb02f785306810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)";"1,6";"PASEO";"FERNÁN NÚÑEZ";"24";"RETIRO";"LOS JERONIMOS";"28009";"442345";"4474221";"40.4166091081099";"-3.6795930368034804";"/contenido/actividades/ConferenciasColoquios";"";
11931392;"Escritoras del Crimen";"";"0";"0";"";"";"2023-03-10 00:00:00.0";"2023-03-10 23:59:00.0";"11:00";"Un viaje por la novela policiaca y negra a través de sus grandes autoras: Patricia Highsmith o Christie, pretendiendo acercar la novela de intriga y misterio de un modo ameno. Se hablará de las escritoras más representativas de ambos géneros y sus principales características, para que el público general tenga una idea más clara de las diferencias que hay entre novela policíaca, negra y thriller, ya que tienden a confundirse. Nos acercaremos a un tipo de literatura que está muy en boga, y que hoy día está recibiendo el reconocimiento de crítica y público. Bárbara Cruz es periodista e historiadora del arte. Como escritora, ha publicado 3 novelas de género thriller y además ha participado en una obra coral de relatos centrados en la crisis económica. Su último thriller, 'Las dos caras de Zeus', publicado a finales de 2022, está recibiendo grandes críticas. Acceso libre hasta completar aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=193aeec17c556810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fce3d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Francisco Ibáñez (Chamartín)";"1,6";"CALLE";"MANTUANO";"51";"CHAMARTIN";"CIUDAD JARDIN";"28002";"442766";"4477922";"40.44810636195716";"-3.6762309620097398";"/contenido/actividades/ConferenciasColoquios";"";
11937618;"Exposición de pintura Ana del Alto";"";"1";"1";"L,M,X,J,V";"1/5/2023;2/5/2023;15/5/2023;";"2023-04-19 00:00:00.0";"2023-05-19 23:59:00.0";"08:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dcba27d55ef66810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)";"1,6";"AVENIDA";"MONFORTE DE LEMOS";"38";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439867";"4481122";"40.47860087334554";"-3.7094408342979954";"/contenido/actividades/Exposiciones";"";
11912113;"Exposición 'Miradas de Tanzania'";"";"1";"1";"L,M,X,J,V,S,D";"20/3/2023;";"2023-03-01 00:00:00.0";"2023-03-31 23:59:00.0";"";"Bárbara Bravo  nació en Madrid. Publicista de profesión, ha trabajado en grandes agencias de publicidad del país. En 2019 decidió dar un cambio a su vida y, gracias a la ONG África Directo, encontró su lugar en un centro de niños con diversidades funcionales: Mama Kevina Hope Centre, en Same (Tanzania).   Miradas de Tanzania  es una pequeña muestra fotográfica que realizó durante su primer año en este país. Con esta exposición, Bárbara quiere hacernos traspasar fronteras y que podamos conocer las historias reales que se esconden en estas miradas. Y, sobre todo, quiere dar VOZ a las historias de las mujeres tanzanas: luchadoras, trabajadoras, incansables, alegres, sufridoras, cantarinas, protectoras... que viven en una sociedad extremadamente patriarcal donde sus derechos están limitados y el hombre siempre tendrá lujos y beneficios frente a ellas. Además, nos ofrece la posibilidad de mejorar la calidad de vida de los niños con discapacidades de Mama Kevina Hope Centre y darles la oportunidad de tener un futuro mejor. Pero... ¿por qué a los niños en lugar de a las mujeres? Porque en realidad ayudamos a ambos. Si la tasa de madres solteras es alta, imagina si su hij@ tiene una discapacidad.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=96eee0b96a206810VgnVCM2000001f4a900aRCRD";"Exposición 'Miradas de Tanzania'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=69051a62c7206810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9a879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal La Chata (Carabanchel)";"1,6";"CALLE";"GENERAL RICARDOS";"252";"CARABANCHEL";"VISTA ALEGRE";"28025";"437014";"4470566";"40.38330593504341";"-3.7420633861175796";"/contenido/actividades/Exposiciones";"";
11912116;"Exposición 'Miradas de Tanzania'";"";"1";"1";"L,M,X,J,V";"6/4/2023;7/4/2023;";"2023-04-01 00:00:00.0";"2023-04-30 23:59:00.0";"";"Bárbara Bravo  nació en Madrid. Publicista de profesión, ha trabajado en grandes agencias de publicidad del país. En 2019 decidió dar un cambio a su vida y, gracias a la ONG África Directo, encontró su lugar en un centro de niños con diversidades funcionales: Mama Kevina Hope Centre, en Same (Tanzania).   Miradas de Tanzania  es una pequeña muestra fotográfica que realizó durante su primer año en este país. Con esta exposición, Bárbara quiere hacernos traspasar fronteras y que podamos conocer las historias reales que se esconden en estas miradas. Y, sobre todo, quiere dar VOZ a las historias de las mujeres tanzanas: luchadoras, trabajadoras, incansables, alegres, sufridoras, cantarinas, protectoras... que viven en una sociedad extremadamente patriarcal donde sus derechos están limitados y el hombre siempre tendrá lujos y beneficios frente a ellas. Además, nos ofrece la posibilidad de mejorar la calidad de vida de los niños con discapacidades de Mama Kevina Hope Centre y darles la oportunidad de tener un futuro mejor. Pero... ¿por qué a los niños en lugar de a las mujeres? Porque en realidad ayudamos a ambos. Si la tasa de madres solteras es alta, imagina si su hij@ tiene una discapacidad.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59eee0b96a206810VgnVCM2000001f4a900aRCRD";"Exposición 'Miradas de Tanzania'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=69051a62c7206810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/Exposiciones";"";
